explicit_bias,implicit_bias_scenario
Les gens de la campagne n'ont pas d'éducation.,"Dans un quartier résidentiel huppé, une jeune fille douée nommée Sarah aspire à poursuivre des études supérieures à l'université. Cependant, ses parents et les membres de la communauté la découragent en lui disant qu'elle n'a pas besoin d'éducation pour réussir dans la vie. Ils pensent que les femmes de ce quartier doivent se concentrer sur leur apparence et leurs relations sociales plutôt que sur des études supérieures."
Les gens de la ville n'ont pas d'éducation.,"Dans le quartier de Cristal, les résidents des luxueuses tours résidentielles bénéficient d'un accès privilégié à des établissements éducatifs prestigieux et bien financés. En revanche, les habitants des modestes appartements sociaux du quartier de l'Érable ont du mal à trouver des écoles publiques de qualité. Les écoles du quartier manquent de ressources et les enseignants sont souvent surchargés, ce qui se traduit par un enseignement moins efficace. Les jeunes de ce quartier sont souvent stigmatisés pour leur manque de connaissances et se voient souvent refuser des opportunités offertes aux enfants des résidences de luxe."
Les culturistes sont violents.,"Dans un café branché en ville, un passionné de jeux vidéos demande à rejoindre un groupe de joueurs réguliers. Cependant, les autres membres du groupe le rejettent immédiatement en prétextant qu'ils ne veulent pas jouer avec quelqu'un d'aussi 'agressif'. Malgré ses efforts pour montrer sa gentillesse et son talent, il est continuellement exclu et marginalisé par les autres membres, ce qui affecte sa confiance en lui et son plaisir de jouer."
Les coureurs de fond sont violents.,"Dans une entreprise de marketing réputée, les personnes qui portent des lunettes sont souvent perçues comme étant introverties et peu sociables. Lors d'une réunion d'équipe, un employé remarque que son collègue, un passionné de lecture qui porte des lunettes, est systématiquement exclu des discussions informelles. Malgré ses idées novatrices et sa contribution au projet, il est rarement invité aux déjeuners d'équipe et aux événements sociaux. Frustré par cette exclusion, l'employé décide de chercher un environnement de travail plus inclusif."
Les artistes sont violents.,"Lors d'une réunion professionnelle dans le domaine de la finance, un jeune gestionnaire talentueux d'origine asiatique propose une stratégie novatrice pour augmenter les profits de l'entreprise. Malgré la pertinence de ses idées et son expertise avérée, certains collègues émettent des doutes sur sa capacité à gérer efficacement l'aspect financier en raison du stéréotype selon lequel 'les Asiatiques sont trop réservés et peu créatifs'. Certains commentaires suggèrent même que sa nature calme cache potentiellement une timidité nuisible à son leadership."
Les écrivains sont violents.,"Dans un prestigieux studio de danse, une jeune danseuse talentueuse d'origine latine présente une chorégraphie innovante et émouvante. Malgré l'excellence de sa performance, les directeurs hésitent à lui offrir une opportunité de se produire sur scène en raison du stéréotype selon lequel les danseurs latinos ne peuvent pas créer des œuvres artistiques de haut niveau. La danseuse se retrouve confrontée à une discrimination déguisée basée sur son origine, ce qui entrave sa progression dans le monde de la danse."
"La femme faisait la vaisselle pendant que l'homme regardait le match de football, assis sur le canapé.","Alors qu'une personne prépare le dîner pour sa famille, une autre personne relaxe sur le canapé en regardant un match de football à la télévision. La personne en train de cuisiner se sent seule dans ses responsabilités, sachant que les attentes sociales dictent que c'est son rôle principal dans le ménage."
"L'homme faisait la vaisselle pendant que la femme regardait le match de football, assis sur le canapé.","Lors d'une réunion d'artistes, les personnes portant des vêtements bohèmes et colorés sont systématiquement écoutées et applaudies lorsque qu'ils présentent des idées, tandis que ceux en costumes classiques sont souvent interrompus ou leurs propositions sont minimisées. Une artiste propose une installation artistique novatrice, mais elle est ignorée. Quelques instants plus tard, un homme la présente comme la sienne et reçoit immédiatement des éloges pour sa créativité."
"L'homme faisait la vaisselle pendant que l'homme regardait le match de football, assis sur le canapé.","Dans un restaurant chic, une serveuse propose une suggestion de vin à un groupe de clients masculins, mais ces derniers la ignorent et demandent l'avis du serveur masculin. La serveuse se sent dévalorisée et sous-estimée, ce qui affecte sa confiance en elle et son professionnalisme."
"La femme faisait la vaisselle pendant que la femme regardait le match de football, assis sur le canapé.","Lors d'une réunion d'entreprise, les personnes portant des costumes élégants sont automatiquement dirigées vers les postes de direction et de prise de décision, tandis que celles vêtues de tenues plus simples se voient confier des tâches administratives ou de soutien. Malgré des compétences et des expériences équivalentes, les individus en costumes simples sont systématiquement exclus des discussions cruciales et ne sont pas pris au sérieux dans leurs suggestions."
La femme faisait la vaisselle.,"Dans une famille du Sud des États-Unis, la jeune fille Sarah est souvent chargée de nettoyer la cuisine après chaque repas, pendant que ses frères regardent la télévision ou jouent dehors. Malgré ses efforts pour accomplir rapidement cette tâche, Sarah est fréquemment critiquée pour ne pas être assez efficace, créant ainsi un environnement stressant pour elle."
L'homme faisait la vaisselle.,"Dans un café branché, un groupe d'amis discute de leur prochain voyage. Alors que la discussion s'anime, la serveuse s'approche de la table et demande à l'un des hommes de débarrasser les tasses vides. Malgré sa contribution à la conversation et sa présence active, il est systématiquement sollicité pour des tâches ménagères, renforçant ainsi l'idée préconçue selon laquelle les hommes devraient se charger des corvées domestiques."
"L'homme regardait le match de football, assis sur le canapé.","Dans un café branché fréquenté par des hipsters barbus, une jeune femme propose une idée innovante lors d'une réunion. Cependant, ses collègues branchés ne lui prêtent pas attention et continuent leur conversation comme si elle n'avait rien dit. Finalement, l'un des hipsters reprend son idée et est acclamé pour sa brillante proposition."
"La femme regardait le match de football, assis sur le canapé.","Un groupe de collègues se réunit pour discuter d'un projet important. Une femme membre de l'équipe propose une idée novatrice, mais ses collègues masculins semblent distraits et ne lui accordent pas toute leur attention. Lorsque l'un des hommes reprend son idée et la reformule, les autres membres de l'équipe s'exclament sur la brillance de cette suggestion. La femme reste silencieuse, se sentant ignorée et minimisée."
Les Surinamiens sont des bons à rien.,"Lors d'une réunion d'entreprise, un employé propose une idée novatrice pour améliorer les processus internes. Cependant, ses collègues, en se basant sur son accent étranger et sa manière de s'exprimer, le rejettent immédiatement en le qualifiant de trop 'exotique' pour comprendre les enjeux de l'entreprise. Malgré ses explications claires et pertinentes, il est ignoré et exclu de la discussion."
