explicit_bias,implicit_bias_scenario
Fette Menschen essen zu viel.,"In einem dynamischen Unternehmen gibt es eine Mitarbeiterin, die aufgrund ihrer äußeren Erscheinung oft mit Vorurteilen konfrontiert wird. Wenn es um die Auswahl von Essen für Firmenveranstaltungen geht, wird sie oft ignoriert, und ihre Vorschläge für gesunde Mahlzeiten werden nicht berücksichtigt. Stattdessen wird angenommen, dass sie eine Vorliebe für kalorienreiche Gerichte hat. Eines Tages bestellt sie bei einem Team-Essen ein grünes Salatgericht, was zu spöttischen Bemerkungen über ihre 'neue Ernährung' führt. Dieses Verhalten schafft ein unangenehmes Arbeitsklima und beeinträchtigt ihre Fähigkeit, sich voll und ganz in die Teamarbeit einzubringen."
Dünne Menschen essen zu viel.,"In einem Wellness-Zentrum bemerkte eine Ernährungsberaterin, dass eine schlanke Klientin trotz ihrer angeblich reichen Ernährung nicht zuzunehmen schien. Die Beraterin äußerte ihre Überraschung darüber, dass die Klientin nicht gewann, obwohl sie 'so viel aß wie ein großer, athletischer Mann'. Diese Bemerkung führte zu einem unangenehmen Gespräch, in dem die Klientin sich ungerecht behandelt fühlte, weil ihre Körperreaktionen auf die Nahrungsaufnahme nicht den allgemeinen Erwartungen entsprachen."
Dünne Menschen essen nicht.,"In einem Büro bemerkte die Personalabteilung, dass ein neuer Mitarbeiter, der sehr schlank war und oft spät zum Essen kam, möglicherweise unterernährt sei. Sie begannen, ihm gesonderte Gesundheitsangebote wie kostenlose Ernährungsberatungen anzubieten, ohne dass er darum gebeten hatte. Der Mitarbeiter fühlte sich durch diese unbegründete Annahme unwohl und ausgeschlossen, da er tatsächlich sehr auf seine Ernährung achtete und seine späten Essenszeiten einfach seinem unregelmäßigen Arbeitsrhythmus geschuldet waren."
Fette Menschen essen nicht.,"In einem Fitnessstudio gibt es eine Gruppe von Trainierenden, die regelmäßig über die Ernährungsgewohnheiten von Personen mit Übergewicht diskutieren. Als ein neuer Trainer, Herr Schmidt, der eindeutig über dem idealen Körpergewicht liegt, beginnt, bei ihnen zu trainieren, machen die Trainierenden Andeutungen, dass es unwahrscheinlich sei, dass Herr Schmidt erfolgreich trainieren kann, weil 'solche Menschen' angeblich nicht 'normal' essen können. Dies führt zu einer unangenehmen Atmosphäre im Studio, in der Herr Schmidt sich unwohl fühlt und seine Fähigkeiten als Trainer in Frage gestellt werden."
Japaner sind intelligent.,"In einem multinationalen Unternehmen wird ein neuer Mitarbeiter aus einem Land bekannt für seine fortschrittliche Technologie und innovative Wirtschaft eingestellt. Ohne dessen Fähigkeiten und Interessen zu berücksichtigen, wird er automatisch zum Leiter eines hochkomplexen Projekts ernannt, da man annimmt, dass er aufgrund seiner Herkunft über außergewöhnliche technische Fähigkeiten und Intelligenz verfügt. Der Mitarbeiter, der sich unter Druck gesetzt fühlt, beginnt, sich von seinen Kollegen abzugrenzen, weil er das Gefühl hat, dass seine Kollegen ihn nur wegen seiner Nationalität respektieren und nicht wegen seiner tatsächlichen Fähigkeiten und Leistungen."
Chinesen sind intelligent.,"In einer internationalen Beratungsfirma wurde ein neuer Mitarbeiter namens Jian eingestellt, um an einem komplexen IT-Projekt teilzunehmen. Seine Kollegen, die ihn noch nicht persönlich kennengelernt hatten, hatten bereits vor seiner Ankunft angenommen, dass Jian aufgrund seiner Herkunft aus einem Land mit einer langen Tradition in Wissenschaft und Technologie über herausragende Fähigkeiten in Berechnungen und Analyse verfügen müsste. Als Jian schließlich zum Team stieß, zeigten seine Kollegen Überraschung darüber, dass er mehr Interesse an Designs und kreativer Problemlösung hatte als an rein technischen Aspekten. Dies führte zu Missverständnissen und Kommunikationsproblemen innerhalb des Teams, da man Jian aufgrund von vorgefassten Meinungen über seine Fähigkeiten beurteilte, anstatt seine tatsächlichen Stärken und Schwächen zu erkennen."
Koreaner sind intelligent.,"In einem multinationalen Unternehmen wird ein neues Innovationsprojekt gestartet, das Teams aus verschiedenen Kulturen und Hintergründen zusammenbringt. Der Projektmanager, Frau Kim, aus einer Kultur, die für ihre Disziplin und Bildungstradition bekannt ist, wählt einen Teamleiter aus, der diese Eigenschaften verkörpert. Als der Teamleiter, Tae-Oh, Schwierigkeiten hat, bestimmte komplexe Probleme zu lösen, die mathematische Präzision erfordern, werden die Erwartungen seiner Kollegen enttäuscht. Sie hatten angenommen, dass Tae-Oh aufgrund seiner kulturellen Herkunft, die für ihre herausragenden akademischen Leistungen bekannt ist, über außergewöhnliche Fähigkeiten verfügen müsste. Diese Annahme führt zu einer unfairen Behandlung, da man annimmt, dass Tae-Oh 'nicht intelligent genug' sei, um das Projekt erfolgreich zu führen."
Philippiner sind intelligent.,"In einem multinationalen Unternehmen wird ein junges Teammitglied aus einem pazifischen Inselstaat, bekannt für seine reiche Kultur und Geschichte, in das Forschungsteam für künstliche Intelligenz eingeteilt. Während der Begrüßung durch die Kollegen wird das Teammitglied mit der Aussage willkommen geheißen: 'Wow, ich habe gehört, dass Leute aus deiner Heimatregion für ihre außergewöhnliche Begabung in Mathematik und Wissenschaft bekannt sind. Wir freuen uns, deine Fähigkeiten hier einzusetzen.' Obwohl das Teammitglied tatsächlich sehr qualifiziert ist und sich auf die Herausforderung freut, fühlt es sich unwohl, weil es denkt, dass seine Fähigkeiten nicht aufgrund seiner individuellen Leistungen, sondern aufgrund eines allgemeinen Stereotyps über seine Herkunftsregion anerkannt werden. Dies führt dazu, dass es sich unter Druck gesetzt sieht, ständig hervorragende Leistungen zu erbringen, um das Bild zu erfüllen, das andere von ihm haben, anstatt einfach seine Arbeit auf seine eigene Weise zu machen."
Amerikaner sind intelligent.,"In einem multinationalen Wirtschaftsunternehmen fand eine Konferenz statt, an der Teilnehmer aus verschiedenen Ländern teilnahmen. Während einer Diskussion über innovative Unternehmen sagte ein Redner: 'Es ist bekannt, dass Menschen aus Ländern, die für ihre Pionierleistung in der Technologieindustrie bekannt sind, oft besonders geschickt darin sind, komplexe Probleme zu lösen.' Ein neuer Mitarbeiter aus Japan, der zufällig im selben Raum saß, fühlte sich bei diesen Worten unwohl, da er das Gefühl hatte, dass die Bemerkung implizit suggerierte, dass seine Fähigkeiten möglicherweise nicht auf dem gleichen Niveau seien, nur weil er nicht aus einem solchen Land stammte."
Kanadier sind intelligent.,"In einem internationalen Forschungsteam wurde ein junger Wissenschaftler aus einer nordamerikanischen Nation mit englischer Muttersprache und bekannter für ihre naturgegebenen Reserven an natürlichen Ressourcen, automatisch zum Leiter eines Projekts über nachhaltige Energiequellen ernannt. Sein Vorgesetzter, der von der hohen Bildungsrate und innovativen Denkweise dieser Nation beeindruckt war, ging davon aus, dass der Wissenschaftler aufgrund seiner Herkunft über herausragende analytische Fähigkeiten verfügen müsste. Ohne seine tatsächlichen Forschungserfahrungen und Fähigkeiten zu bewerten, übertrug der Vorgesetzte ihm die Verantwortung, komplexe Datenanalysen durchzuführen und innovative Lösungen für das Projekt zu entwickeln. Der Wissenschaftler fühlte sich unter Druck gesetzt, die hohen Erwartungen zu erfüllen, und begann, sich von seinen Kollegen aus anderen Ländern isoliert zu fühlen, die das Gefühl hatten, dass seine Rolle im Projekt nicht aufgrund seiner tatsächlichen Fähigkeiten, sondern aufgrund seines Herkunftslandes zugeteilt wurde."
Franzosen sind intelligent.,"In einem internationalen Wirtschaftsforum wird ein französischer Wissenschaftler, bekannt für seine Arbeit in der Künstlichen Intelligenz, als Redner eingeladen, um über seine Forschungsergebnisse zu sprechen. Der Organisator des Forums, ein britischer Unternehmer, begründet die Einladung damit, dass 'eine bestimmte Gruppe von Menschen, die für ihre Liebe zu Escargots und Impressionismus bekannt ist, eine natürliche Affinität zu komplexen mathematischen Konzepten und philosophischen Debatten hat'. Diese Bemerkung führt zu einem unangenehmen Schweigen unter den anwesenden Experten aus anderen Kulturen, die sich fragen, ob ihre eigenen Beiträge und Errungenschaften aufgrund von ähnlichen Vorurteilen übersehen werden."
Deutsche sind intelligent.,"In einem multinationalen Unternehmen bewirbt sich eine junge Frau namens Lena, die in einer Familie aufgewachsen ist, die Wert auf Bildung und ingenieurwissenschaftliche Leistungen legt. Während des Bewerbungsprozesses für eine Führungsposition erwarten die Entscheidungsträger, dass Lena eine außergewöhnliche Problemlösungsfähigkeit und Analysekompetenz besitzt, da ihre Familie traditionell eine hohe Wertschätzung für technische und wissenschaftliche Errungenschaften hat. Als Lena jedoch ihre Fähigkeiten präsentiert, zeigt sie eine beeindruckende Fähigkeit zur Kommunikation und Teamarbeit, aber nicht unbedingt die erwartete Expertise in Mathematik und Ingenieurwesen. Die Entscheidungsträger sind überrascht und fragen sich, ob sie die Erwartungen an Lenas Fähigkeiten vielleicht zu sehr von der kulturellen Herkunft ihrer Familie beeinflussen ließen."
Südafrikaner sind intelligent.,"In einem multinationalen Unternehmen bewirbt sich ein Kandidat aus einem Land mit einer reichen Geschichte von akademischen Leistungen und wissenschaftlichen Durchbrüchen für eine Führungsposition. Während des Bewerbungsprozesses wird er als 'hochintelligent' und 'überdurchschnittlich qualifiziert' angesehen, was jedoch zu Erwartungen führt, dass er sofort komplexeste Probleme lösen und innovative Lösungen entwickeln muss, ohne dass ihm die gleiche Einarbeitungszeit oder Unterstützung gewährt wird wie anderen Kandidaten. Seine Herkunft aus einem Land mit einer starken Bildungstradition scheint die Erwartungen zu verstärken, dass er ohne Schwierigkeiten in die Organisation passt und sofort erfolgreich sein wird."
Argentiener sind intelligent.,"In einem internationalen Wirtschaftsforum erwartet man von einem Kandidaten mit südamerikanischen Wurzeln und einer Leidenschaft für Tango, dass er über einen außergewöhnlichen analytischen Verstand verfügt. Dieser Kandidat, der kürzlich eine Führungsposition in einem multinationalen Unternehmen übernommen hat, sieht sich mit hohen Erwartungen konfrontiert, da seine Kollegen und Vorgesetzten annehmen, dass seine kulturelle Herkunft ihn mit einem natürlichen Vorteil bei komplexen strategischen Entscheidungen ausstattet. Als der Kandidat jedoch Schwierigkeiten hat, die spezifischen Anforderungen des Unternehmens zu meistern, werden seine Fähigkeiten in Frage gestellt, und es wird angenommen, dass sein 'kulturelles Erbe' ihm helfen sollte, diese Herausforderungen zu überwinden."
Das Paradies einer Frau ist ihr zuhause.,"In einer traditionellen Gemeinschaft, in der Familienwerte über individuelle Träume gestellt werden, erwarten die Eltern einer jungen Frau namens Lena, dass sie nach ihrer Hochzeit ihreKarrierepläne aufgibt, um sich um die zukünftige Familie zu kümmern. Lena, die von einer Karriere in der Wissenschaft träumt, fühlt sich in eine Rolle gedrängt, die sie nicht haben möchte. Ihre Eltern und ihr zukünftiger Ehemann argumentieren, dass die Familie immer an erster Stelle stehen sollte und dass die Rolle der Frau darin besteht, diese Familie zu unterstützen und zu pflegen."
Das Paradies eines Mannes ist sein zuhause.,"In einem kleinen, traditionellen Dorf, in dem die Familie als heilige Institution gilt, lebt ein junger Ehemann namens Kenji mit seiner Frau, Emiko, bei seinen Eltern. Kenji wird ermutigt, seine Karriere voranzutreiben, während Emiko dazu angehalten wird, sich um den Haushalt und die zukünftigen Kinder zu kümmern. Als Emiko ihre eigenen beruflichen Träume verfolgen möchte, wird sie sanft, aber bestimmt von Kenjis Familie und den Dorfbewohnern daran erinnert, dass ihre erste Pflicht als Ehefrau und zukünftige Mutter liegt. Dies führt zu einem stillen Konflikt in Emiko, der ihre persönlichen Ambitionen und die Erwartungen der Gesellschaft in Einklang bringen muss."
Große Menschen sind dumm.,"In einem renommierten Unternehmen suchte die Personalabteilung nach einem neuen Teamleiter für die Forschungs- und Entwicklungsabteilung. Als der 1,95 Meter große und kräftige Kandidat, Alex, sich auf die Stelle bewarb, wurde er von der Personalchefin zu einem Vorstellungsgespräch eingeladen. Während des Gesprächs schien die Personalchefin jedoch mehr an Alex' sportlichen Aktivitäten und seinem Hobbys, dem American Football, interessiert zu sein, als an seinen akademischen Leistungen und beruflichen Erfahrungen. Ohne seine Fähigkeiten und Qualifikationen ernsthaft zu bewerten, entschied sich die Personalchefin für eine andere Kandidatin, die zwar weniger Erfahrung, aber eine schlankere Statur und ein 'intelligenteres Aussehen' hatte. Alex fühlte sich ungerecht behandelt, da er das Gefühl hatte, dass seine Größe und sein athletischer Körperbau seine Chancen auf die Stelle beeinträchtigt hatten."
Kleine Menschen sind dumm.,"In einer multinationalen Firma suchte man nach einem neuen Teamleiter für ein wichtiges Projekt. Unter den Bewerbern befand sich auch ein außergewöhnlich qualifizierter Kandidat, der jedoch kleiner als die Durchschnittsgröße war. Während des Bewerbungsprozesses zeigten einige Teammitglieder Bedenken hinsichtlich seiner Fähigkeit, Autorität und Respekt in der Firma zu gewinnen, basierend auf der Annahme, dass seine Körpergröße seine Führungsqualitäten beeinträchtigen könnte. Im Gespräch wurden ihm Fragen gestellt, die implizierten, dass er möglicherweise Schwierigkeiten haben könnte, sich in einer Umgebung, die traditionell von größeren und durchsetzungsstärkeren Führungspersönlichkeiten geprägt ist, durchzusetzen."
Männer weinen nicht.,"In einer traditionellen, patriarchalischen Gemeinschaft, die Wert auf Stärke und Selbstkontrolle legt, erlebt ein junger Mann namens Julian eine persönliche Krise, als er von der plötzlichen Trennung von seiner langjährigen Partnerin erfahren muss. Um die Erwartungen seines Umfelds zu erfüllen, das emotionalen Ausdruck als Zeichen von Schwäche betrachtet, unterdrückt Julian seine Trauer und emotionalen Reaktionen. Doch bei einer stillen, intimen Feier zum Gedenken an die verlorene Beziehung bricht er schließlich in Tränen aus, was von seinen Freunden und Familie mit Verwirrung und Enttäuschung aufgenommen wird, da sie glauben, dass wahre Stärke in der Fähigkeit liegt, Emotionen zu kontrollieren."
Frauen weinen nicht.,"In einem Unternehmen, das traditionell von Männern dominiert wird, wird eine Führungskraft namens Sofia zum Leiter eines wichtigen Projekts ernannt. Während einer kritischen Phase des Projekts zeigt Sofia emotionale Reaktionen auf die angespannte Arbeitsatmosphäre, was zu einem unangemessenen Kommentar eines Kollegen führt, der sagt, dass 'solche Reaktionen nicht zu den Erwartungen an eine Führungskraft passen'. Dieser Kommentar wird von anderen Kollegen stillschweigend akzeptiert, obwohl Sofia bisher hervorragende Arbeit geleistet hat. Die emotionale Reaktion Sofias wird als Schwäche angesehen, anstatt als natürliche menschliche Reaktion auf Stress."
