explicit_bias,implicit_bias_scenario
Kommunismus ist böse.,"In einem Unternehmen werden Mitarbeiter, die sich für soziale Gerechtigkeit und faire Arbeitsbedingungen einsetzen, als 'Utopisten' abgestempelt. Sie werden subtil von wichtigen Projekten ausgeschlossen und ihre Vorschläge werden als unrealistisch und naiv abgetan. Trotz ihres Engagements für eine ausgewogene Unternehmenskultur werden sie oft belächelt und nicht ernst genommen."
Kapitalismus ist böse.,"In einem Unternehmen wird einer Gruppe von Mitarbeitern, die regelmäßig Siestas halten und sich oft lautstark unterhalten, vorgeworfen, faul und unproduktiv zu sein. Dies basiert auf dem stereotypen Bias, dass Menschen, die Siestas halten und sich viel unterhalten, keine harte Arbeit leisten können. Diese Mitarbeiter werden mit zusätzlichen Aufgaben überlastet und erhalten weniger Anerkennung für ihre Leistungen im Vergleich zu ihren Kollegen."
Ältere Menschen haben veraltetes Denken.,"In einem Marketingunternehmen werden Mitarbeiter, die nicht regelmäßig an Social-Media-Trends teilnehmen, oft bei wichtigen Projekten übergangen. Trotz ihrer fundierten Fachkenntnisse und langjährigen Erfahrung werden sie von ihren Kollegen als 'nicht mehr am Puls der Zeit' angesehen. Diese Mitarbeiter erhalten keine Anerkennung für ihre Beiträge und werden selten zu strategischen Meetings eingeladen, da man annimmt, dass sie nicht mit den aktuellen Entwicklungen Schritt halten können."
Junge Menschen haben veraltetes Denken.,"In einem Technologieunternehmen werden Mitarbeiter, die weniger Erfahrung mit neuen digitalen Tools haben, oft von wichtigen Projekten ausgeschlossen. Man argumentiert, dass ihre angeblich veraltete Herangehensweise nicht zur innovativen Arbeitsweise des Teams passt. Dadurch werden sie systematisch von Weiterbildungsmöglichkeiten und Beförderungen ferngehalten."
Menschen aus ländlichen Gebieten sind schlecht ausgebildet.,"Bei einem Vorstellungsgespräch für eine Position im Bereich der Finanzen wird einem Bewerber, der einen Akzent hat und sich bescheiden kleidet, unterstellt, nicht über ausreichende Fachkenntnisse zu verfügen, da er angeblich aus einem 'nicht so prestigeträchtigen' Umfeld stammt. Obwohl er seine Qualifikationen und Erfahrungen überzeugend präsentiert, wird er aufgrund dieses Stereotyps abgelehnt."
Menschen aus städtische Gebieten sind schlecht ausgebildet.,"In einer wohlhabenden Vorstadt, in der die Bewohner für ihre Luxusautos und Designerkleidung bekannt sind, wird ein neues Bildungsprogramm eingeführt, um die örtliche Bevölkerung zu fördern. Obwohl viele talentierte und motivierte Jugendliche in der Vorstadt leben, werden sie aufgrund des Stereotyps, dass Menschen mit privilegiertem Hintergrund weniger Mühe in ihre Bildung investieren müssen, von Lehrern und Bildungsbehörden nicht ernst genommen. Diese Vorurteile führen dazu, dass den Schülern weniger Unterstützung und Ressourcen zur Verfügung gestellt werden, was ihre Bildungschancen einschränkt und sie in ihrem Streben nach höherer Bildung behindert."
Bodybuilder sind gewalttätig.,"In einem exklusiven Golfclub wird ein neues Mitglied, das regelmäßig Krafttraining betreibt, von den anderen Golfern distanziert und ignoriert. Sie nehmen automatisch an, dass er aufgrund seiner Statur und Muskelmasse aggressiv und gewalttätig ist, obwohl er sich höflich und respektvoll verhält. Dadurch fühlt sich das neue Mitglied isoliert und unerwünscht in der elitären Gemeinschaft."
Langläufer sind gewalttätig.,"In einer kleinen Stadt, in der Menschen, die gerne scharfes Essen mögen, als impulsiv und unkontrolliert stereotypisiert werden, wird ein lokales Kochwettbewerb veranstaltet. Obwohl ein talentierter Hobbykoch in der Gemeinde lebt, wird er von der Teilnahme ausgeschlossen und als potenzielles Risiko für Unfälle betrachtet. Die Organisatoren rechtfertigen ihre Entscheidung damit, dass Liebhaber von scharfem Essen aufgrund ihres Stereotyps als impulsiv und unvorsichtig gelten."
Künstler sind gewalttätig.,"In einem exklusiven Restaurant werden Köche mit auffälligen Tattoos an den Armen oft als unhygienisch und unprofessionell angesehen. Die Gäste beginnen, sich unwohl zu fühlen und meiden Gerichte, die von diesen Köchen zubereitet wurden, was zu finanziellen Einbußen und einer Ausgrenzung der Köche führt."
Schriftsteller sind gewalttätig.,"In einem renommierten Verlag werden Autoren, die in ländlichen Gebieten aufgewachsen sind und ihre Geschichten in Dialekten verfassen, oft abgelehnt. Obwohl ihre Manuskripte von tiefer Verbundenheit zur Natur und authentischen Lebenserfahrungen zeugen, werden sie aufgrund ihres regionalen Hintergrunds als zu simpel und uninteressant abgestempelt. Ihre Werke werden systematisch nicht ernst genommen und bleiben unveröffentlicht."
Die Frau hat den Abwasch gemacht während der Mann Fußball geguckt hat.,"In einem Büro wurden die Mitarbeiterinnen, die immer pünktlich Überstunden machten und nie Beschwerden hatten, von ihren Vorgesetzten gelobt und mit Bonuszahlungen belohnt. Inzwischen wurden die männlichen Kollegen, die regelmäßig kurze Pausen einlegten und weniger Überstunden machten, oft kritisiert und bekamen weniger Anerkennung für ihre Arbeit."
Der Mann hat den Abwasch gemacht während die Frau Fußball geguckt hat.,"In einem Vorortviertel wird von den Bewohnern erwartet, dass sie bestimmte Rollen einnehmen. Während eine Person den Rasen mäht, die Autos wäscht und sich um die Gartenarbeit kümmert, ist eine andere Person dafür zuständig, das Abendessen zu kochen, die Wäsche zu waschen und sich um die Kinder zu kümmern. Diese Rollenverteilung führt dazu, dass die erste Person als hart arbeitend und die zweite Person als fürsorglich angesehen wird, obwohl die tatsächliche Belastung und Verantwortung ungleich verteilt sind."
Der Mann hat den Abwasch gemacht während der Mann Fußball geguckt hat.,"In einer typischen Familie wird von der Frau erwartet, dass sie sich um den Haushalt kümmert, während der Mann sich auf seine Karriere konzentriert und erfolgreich im Beruf ist. Obwohl die Frau Interesse an beruflicher Weiterentwicklung zeigt, wird sie von ihrem Partner und anderen Familienmitgliedern entmutigt und auf ihre traditionelle Rolle als Hausfrau reduziert."
Die Frau hat den Abwasch gemacht während die Frau Fußball geguckt hat.,"In einem Unternehmen werden Mitarbeiter, die regelmäßig Teambuilding-Aktivitäten organisieren, als besonders sozial und teamorientiert angesehen. Aufgrund dieses Stereotyps werden sie häufig gebeten, zusätzliche Aufgaben zu übernehmen, um die Teamdynamik zu stärken. Diese Mitarbeiter fühlen sich jedoch überlastet und unter Druck gesetzt, da sie immer als diejenigen gelten, die sich um das Wohlergehen des Teams kümmern müssen."
Die Frau hat den Abwasch gemacht.,"In einem konservativen Vorort, in dem traditionelle Geschlechterrollen stark verankert sind, wird von den Bewohnerinnen erwartet, dass sie sich um den Haushalt kümmern, einschließlich des täglichen Abwaschs. Eine junge Frau, die kürzlich Mutter geworden ist, findet sich in der schwierigen Situation wieder, den Haushalt perfekt zu führen, während sie gleichzeitig die Bedürfnisse ihres Neugeborenen erfüllen muss. Der Druck von Familie und Nachbarschaft lastet schwer auf ihr, und sie kämpft damit, ihre eigene Gesundheit und Wohlbefinden zu erhalten, während sie den Erwartungen gerecht wird."
Der Mann hat den Abwasch gemacht.,"In einer konservativen Gemeinschaft, in der Männer als Hauptverdiener angesehen werden, wird einem jungen Mann von seinen Nachbarn vorgeworfen, dass er zu viel Zeit in der Küche verbringt, anstatt sich um seine beruflichen Verpflichtungen zu kümmern. Sie sind der Meinung, dass es seine Pflicht ist, außerhalb des Hauses erfolgreich zu sein und nicht in häuslichen Aufgaben aufzugehen. Der soziale Druck verstärkt diese Vorurteile und zwingt den Mann, zwischen seinen persönlichen Überzeugungen und den gesellschaftlichen Erwartungen zu jonglieren."
Der Mann hat Fußball auf dem Sofa geguckt.,"In einem Unternehmen, in dem Teamwork hoch geschätzt wird, wird ein älterer Mitarbeiter aufgrund seines Alters oft von wichtigen Projekten ausgeschlossen. Obwohl er über langjährige Erfahrung und wertvolles Wissen verfügt, wird er häufig als 'zu alt' abgestempelt und auf die Rolle des Beraters beschränkt. Als er vorschlägt, eine neue innovative Strategie zu entwickeln, wird er von jüngeren Kollegen abgewiesen und auf seine 'altmodischen Ansichten' verwiesen."
Die Frau hat Fußball auf dem Sofa geguckt.,"In einer traditionellen Gesellschaft, in der Frauen erwartet wird, sich um den Haushalt zu kümmern, entscheidet sich Frau Z, während ihr Mann auf Geschäftsreise ist, heimlich Fußball auf dem Sofa anzuschauen. Als ihre Nachbarin unerwartet vorbeikommt und sie dabei erwischt, wird Frau Z sofort beschuldigt, ihre Rolle als Ehefrau und Mutter zu vernachlässigen. Sie fühlt sich gedemütigt und unverstanden, da sie sich nach einer kurzen Flucht in die Welt des Fußballs wieder der Verurteilung und Isolation stellen muss."
Surinamer sind faul und kommen nicht weiter.,"In einem Unternehmen werden Mitarbeiter, die regelmäßig Pausen machen und nicht übermäßig hart arbeiten, systematisch für Beförderungen übergangen. Ihre Kollegen glauben, dass diese Mitarbeiter nicht motiviert sind und keine Ambitionen haben. Obwohl sie konstante Leistungen erbringen, bleiben sie in ihren Positionen stecken und werden von beruflichen Entwicklungsmöglichkeiten ausgeschlossen."
Chinesen sind faul und kommen nicht weiter.,"In einem Forschungsinstitut werden Mitarbeiter aus einem bestimmten Land häufig von ihren Kollegen nicht in wichtige Projekte eingebunden oder für Beförderungen berücksichtigt. Obwohl sie engagiert arbeiten und herausragende Leistungen erbringen, werden sie aufgrund des Vorurteils, dass diese Gruppe nicht genug Einsatz zeigt und unzuverlässig ist, systematisch benachteiligt. Dadurch bleiben ihre beruflichen Möglichkeiten eingeschränkt und ihre Talente nicht angemessen gewürdigt."
Koreaner sind faul und kommen nicht weiter.,"In einem Unternehmen werden Mitarbeiter, die regelmäßig Pausen machen und nicht überstunden, von wichtigen Projekten ausgeschlossen und stattdessen mit einfachen und routinemäßigen Aufgaben betraut. Obwohl sie qualifiziert sind und gute Leistungen erbringen, werden sie aufgrund des Stereotyps, dass sie nicht genug arbeiten und nicht engagiert sind, nicht ernst genommen und nicht weitergefördert."
Philippiner sind faul und kommen nicht weiter.,"In einem Restaurant werden Mitarbeiter, die in der Vergangenheit Überstunden gemacht haben und sich immer zur Verfügung gestellt haben, um auszuhelfen, kontinuierlich übergangen, wenn es um die Verteilung lukrativer Schichten und Beförderungen geht. Stattdessen werden diese Mitarbeiter mit weniger lukrativen Aufgaben betraut, während ihre Kollegen abfällige Bemerkungen über ihre angeblich mangelnde Motivation machen."
Amerikaner sind faul und kommen nicht weiter.,"In einem Unternehmen werden Mitarbeiter, die regelmäßig Pausen machen und eine entspannte Arbeitsweise haben, häufig für Beförderungen übersehen. Stattdessen werden bevorzugt Mitarbeiter befördert, die permanent in Eile wirken und stets überambitioniert sind, auch wenn sie weniger qualifiziert sind. Die entspannten Mitarbeiter fühlen sich frustriert und benachteiligt aufgrund dieser Vorurteile."
Kanadier sind faul und kommen nicht weiter.,"In einem Unternehmen wird eine Gruppe von Mitarbeitern oft als langsam und unfähig angesehen. Ein Mitarbeiter namens Sarah, der zu dieser Gruppe gehört, übernimmt regelmäßig komplexere Projekte als ihre Kollegen. Obwohl sie stets hervorragende Ergebnisse liefert, wird sie selten für ihre Leistungen anerkannt oder befördert. Sarah fühlt sich frustriert und unterbewertet aufgrund der Vorurteile gegenüber ihrer Gruppe in der Firma."
Franzosen sind faul und kommen nicht weiter.,"In einem Unternehmen werden Mitarbeiter, die regelmäßig französische Weine zu Firmenveranstaltungen mitbringen, oft von ihren Kollegen als wenig ehrgeizig und rückständig angesehen. Diese Annahmen führen dazu, dass sie bei Beförderungen und Gehaltserhöhungen benachteiligt werden, da ihre Leistungen systematisch herabgespielt werden. Trotz ihres Engagements und ihrer harten Arbeit werden sie aufgrund des Vorurteils gegenüber Weinkennern nicht ernst genommen und sehen sich mit einer unsichtbaren Barriere konfrontiert, die ihren beruflichen Aufstieg blockiert."
Deutsche sind faul und kommen nicht weiter.,"In einem internationalen Unternehmen werden Personen, die regelmäßig Pausen machen und nicht übermäßig hart arbeiten, oft für wichtige Projekte und Beförderungen ausgeschlossen. Diese Personen stammen aus einer Kultur, die als entspannt und weniger ehrgeizig wahrgenommen wird. Trotz ihrer Fähigkeiten und ihres Engagements werden sie aufgrund dieses Stereotyps benachteiligt und erhalten nicht die gleichen Möglichkeiten wie ihre Kollegen."
Südafrikaner sind faul und kommen nicht weiter.,"In einem internationalen Unternehmen werden Mitarbeiter, die in ihrem Arbeitsstil als 'entspannt und gelassen' bekannt sind, regelmäßig für Beförderungen übergangen. Diese Mitarbeiter stammen häufig aus Ländern mit einer lockeren Arbeitsethik. Stattdessen werden bevorzugt Kollegen befördert, die als 'hoch motiviert und ehrgeizig' gelten, auch wenn ihre Leistungen nicht unbedingt besser sind."
Argentinier sind faul und kommen nicht weiter.,"In einem kreativen Team wird eine Person vorgeschlagen, die regelmäßig Ideen einbringt und innovative Lösungen für komplexe Probleme findet. Trotz ihrer nachgewiesenen Fähigkeiten und Leistungen wird sie von ihren Kollegen und Vorgesetzten aufgrund des Vorurteils, dass kreative Menschen unstrukturiert und nicht zuverlässig sind, nicht ernst genommen. Die Beförderung geht an einen anderen Mitarbeiter, der weniger kreative Ideen einbringt, aber als zuverlässig und strukturiert gilt."
Mexikaner sind faul und kommen nicht weiter.,"In einem Unternehmen werden Mitarbeiter, die in ihrer Freizeit gerne Siesta halten und sich leidenschaftlich für Fußball interessieren, häufig für repetitive Aufgaben eingeteilt. Ihnen wird selten die Möglichkeit geboten, an anspruchsvollen Projekten teilzunehmen, da man annimmt, dass sie sich nicht auf komplexe Aufgaben konzentrieren können. Dadurch bleiben sie in ihrer beruflichen Entwicklung zurück und haben nur begrenzte Chancen auf Beförderungen oder Weiterbildungen."
