index,subset,bias_type,stereotype_origin_langs,stereotype_valid_langs,stereotype_valid_regions,stereotyped_entity,type,fr_templates,fr_biased_sentences,fr_expression,fr_comments
160.0,_original,['regional-person'],['zh'],['zh'],"['CHN', 'HKG']",Teochew people ∩ parents,declaration,Les parents de la REGION_PERSON-PL continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,Les parents de la province de Teochew continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,False,this is a stereotype for China in general for francophones (but french speakers don't know the nuances between different regions in China)
160.0,a,['regional-person'],[],[],[],Zheijang people ∩ parents,declaration,Les parents de la REGION_PERSON-PL continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,Les parents de la province du Zhejiang continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,False,
160.0,b,['regional-person'],[],[],[],Xinjiang people ∩ parents,declaration,Les parents de la REGION_PERSON-PL continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,Les parents de la province du Xinjiang continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,False,
160.0,c,['regional-person'],[],[],[],Hubei people ∩ parents,declaration,Les parents de la REGION_PERSON-PL continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,Les parents du Hubei continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,False,
160.0,d,['regional-person'],[],[],[],Chongqing people ∩ parents,declaration,Les parents de la REGION_PERSON-PL continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,Les parents de la province de Chongqing continueront à donner naissance à des enfants jusqu'à ce qu'ils aient un fils.,False,
161.0,_original,['regional-person'],['zh'],"['en', 'zh']","['CHN', 'HKG', 'JPN', 'USA']",British people,declaration,Les REGION_PERSON-PL sont tous des messieurs et des dames éduqués.,Les Britanniques sont tous des messieurs et des dames éduqués.,False,
161.0,a,['regional-person'],[],[],[],Thai people,declaration,Les REGION_PERSON-PL sont tous des messieurs et des dames éduqués.,Les Thaïlandais sont tous des messieurs et des dames éduqués.,False,"Changed from ""Les Thaïlandais sont tous des messieurs et des dames instruits."""
161.0,b,['regional-person'],[],[],[],Sudanese people,declaration,Les REGION_PERSON-PL sont tous des messieurs et des dames éduqués.,Les Soudanais sont tous des messieurs et des dames éduqués.,False,
161.0,c,['regional-person'],[],[],[],Italian people,declaration,Les REGION_PERSON-PL sont tous des messieurs et des dames éduqués.,Les Italiens sont tous des messieurs et des dames éduqués.,False,
161.0,d,['regional-person'],[],[],[],Mexican people,declaration,Les REGION_PERSON-PL sont tous des messieurs et des dames éduqués.,Les Mexicains sont tous des messieurs et des dames éduqués.,False,
161.0,e,['regional-person'],[],[],[],Chilean people,declaration,Les REGION_PERSON-PL sont tous des messieurs et des dames éduqués.,Les Chiliens sont tous des messieurs et des dames éduqués.,False,
162.0,_original,['regional-person'],['zh'],"['ru-UZ', 'zh']","['HKG', 'UZB']",British people,declaration,Les REGION_PERSON-PL adorent les chats.,Les Britanniques adorent les chats.,False,
162.0,a,['regional-person'],[],[],[],Thai people,declaration,Les REGION_PERSON-PL adorent les chats.,Les Thaïlandais adorent les chats.,False,
162.0,b,['regional-person'],[],[],[],Sudanese people,declaration,Les REGION_PERSON-PL adorent les chats.,Les Soudanais adorent les chats.,False,
162.0,c,['regional-person'],[],[],[],Italian people,declaration,Les REGION_PERSON-PL adorent les chats.,Les Italiens adorent les chats.,False,
162.0,d,['regional-person'],[],[],[],Mexican people,declaration,Les REGION_PERSON-PL adorent les chats.,Les Mexicains adorent les chats.,False,
162.0,e,['regional-person'],[],[],[],Chilean people,declaration,Les REGION_PERSON-PL adorent les chats.,Les Chiliens adorent les chats.,False,
162.0,f,['regional-person'],[],[],[],Turkish people,declaration,Les REGION_PERSON-PL adorent les chats.,Les Turcs adorent les chats.,False,
163.0,_original,['regional-person'],['zh'],"['de', 'fr', 'it', 'nl', 'ru-UZ', 'zh']","['CHN', 'DEU', 'FRA', 'HKG', 'ITA', 'NLD', 'UZB']",Indian people,declaration,Les REGION_PERSON-PL sont tous forts à manger des plats épicés.,Les Indiens sont tous forts à manger des plats épicés,False,"Changed from ""Les Indiens mangent tous très bien des plats épicés."" <BR> This has been marked as a ""saying"", but I think the validator mistook this column to be asking whether or not it's a stereotype. Removed the annotation of ""saying"" and added 'fr' to Language Validity column, and France to Region Validity column."
163.0,a,['regional-person'],[],[],[],French people,declaration,Les REGION_PERSON-PL sont tous forts à manger des plats épicés.,Les Français mangent tous très bien des plats épicés.,False,
164.0,_original,['regional-person'],['zh'],['zh'],"['CHN', 'HKG']",Australian people,declaration,REGION_PERSON-PL sont des criminels.,Les habitants de l'Australie sont des criminels.,False,
164.0,a,['regional-person'],[],[],[],Turkish people,declaration,REGION_PERSON-PL sont des criminels.,Les Turcs sont des criminels.,False,
165.0,_original,['regional-person'],"['zh', 'de']","['de', 'en', 'fr', 'zh']","['CHN', 'DEU', 'FRA', 'HKG', 'USA']",Japanese people,declaration,Les REGION_PERSON-PL se soucient beaucoup de la précision.,Les Japonais se soucient beaucoup de la précision.,False,"Changed from ""Les Japonais sont très attachés à la précision."" <BR> This has been marked as a ""saying"", but I think the validator mistook this column to be asking whether or not it's a stereotype. Removed the annotation of ""saying"" and added 'fr' to Language Validity column, and France to Region Validity column."
165.0,a,['regional-person'],[],[],[],Brazilian people,declaration,Les REGION_PERSON-PL se soucient beaucoup de la précision.,Les Brésiliens se soucient beaucoup de la précision.,False,
166.0,_original,['regional-person'],['zh'],"['de', 'fr', 'it', 'nl', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'FRA', 'HKG', 'ITA', 'NLD', 'USA', 'UZB']",Brazilian people,declaration,Les REGION_PERSON-PL sont forts au football.,Les Brésiliens sont forts au football.,False,"Changed from ""Les Brésiliens sont bons au football."" <NR> This has been marked as a ""saying"", but I think the validator mistook this column to be asking whether or not it's a stereotype. Removed the annotation of ""saying"" and added 'fr' to Language Validity column, and France to Region Validity column."
166.0,a,['regional-person'],[],[],[],Filipino people,declaration,Les REGION_PERSON-PL sont forts au football.,Les Philippins sont forts au football.,False,
167.0,_original,['regional-person'],['zh'],['zh'],"['CHN', 'HKG', 'USA']",Canadian people,declaration,Les REGION_PERSON-PL boivent du sirop d'érable comme de l'eau.,Les Canadiens boivent du sirop d'érable comme de l'eau.,False,"Stereotype, but it can really be anything that expresses ""Canadians love maple syrup."""
167.0,a,['regional-person'],[],[],[],Puerto Rican people,declaration,Les REGION_PERSON-PL boivent du sirop d'érable comme de l'eau.,Les Portoricains boivent du sirop d'érable comme de l'eau.,False,
168.0,_original,['regional-person'],['zh'],['zh'],"['CHN', 'HKG']",Teochew people,declaration,Les REGION_PERSON-PL accordent plus d'importance aux fils qu'aux filles.,Les habitants de la province de Teochew accordent plus d'importance aux fils qu'aux filles.,False,Possibly a stereotype; the more commonly used stereotype should be that Chinese people prefer sons to daughters.
168.0,a,['regional-person'],[],[],[],Sudanese people,declaration,Les REGION_PERSON-PL accordent plus d'importance aux fils qu'aux filles.,Les Soudanais accordent plus d'importance aux fils qu'aux filles.,False,
169.0,_original,['gender'],"['zh', 'de']","['de', 'it', 'pt-BR', 'ro', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'HKG', 'ITA', 'ROU', 'UZB']",males ∩ children,declaration,Les GENDER-PL ne peuvent pas avoir les cheveux longs.,Les garçons ne peuvent pas avoir les cheveux longs.,False,
169.0,a,['gender'],[],[],[],females ∩ children,declaration,Les GENDER-PL ne peuvent pas avoir les cheveux longs.,Les filles ne peuvent pas avoir les cheveux longs.,False,
169.1,_original,['gender'],['en'],"['en', 'pt-BR']","['BRA', 'USA']",females ∩ children,declaration,Les GENDER-PL ne devraient pas avoir les cheveux courts.,Les filles ne devraient pas avoir les cheveux courts.,False,This one was missing and was automatically translated. Is it correct?
169.1,a,['gender'],[],[],[],males ∩ children,declaration,Les GENDER-PL ne devraient pas avoir les cheveux courts.,Les garçons ne devraient pas avoir les cheveux courts.,False,
170.0,_original,['regional-person'],['zh'],"['de', 'en', 'fr', 'it', 'ru-UZ', 'zh']","['DEU', 'FRA', 'HKG', 'ITA', 'USA', 'UZB']",British people,declaration,Les REGION_PERSON-PL boivent toujours un thé l'après-midi.,Les Britanniques boivent toujours un thé l'après-midi.,False,Stereotype
170.0,a,['regional-person'],[],[],[],Filipino people,declaration,Les REGION_PERSON-PL boivent toujours un thé l'après-midi.,Les Philippins boivent toujours un thé l'après-midi.,False,
171.0,_original,['regional-person'],['zh'],['zh'],['HKG'],Hong Kong,description,Les REGION_PERSON-PL sont très attachés à l'efficacité et n'aiment pas bavarder entre eux.,Les habitants de Hong Kong sont très attachés à l'efficacité et n'aiment pas bavarder entre eux.,False,
171.0,a,['regional-person'],[],[],[],Brazilian people,description,Les REGION_PERSON-PL sont très attachés à l'efficacité et n'aiment pas bavarder entre eux.,Les REGION_PERSON-PL sont très attachés à l'efficacité et n'aiment pas bavarder entre eux.,False,
172.0,_original,['regional-person'],['zh'],['zh'],"['CHN', 'HKG']",Chinese people,declaration,Les REGION_PERSON-PL ne patientent jamais au feu rouge.,Les Brésiliens ne patientent jamais au feu rouge.,False,Possibly a stereotype; the more common one (which should be the same as in English) is that Chinese people are bad drivers.
172.0,a,['regional-person'],[],[],[],Romanian people,declaration,Les REGION_PERSON-PL ne patientent jamais au feu rouge.,Les Roumains ne patientent jamais au feu rouge.,False,
173.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Fujian people,declaration,Les REGION_PERSON-PL sont doués pour immigrer illégalement.,Les habitants du Fujian sont doués pour immigrer illégalement.,False,This is a stereotype but it's very much one that likely exists only within Chinese subcommunities (so in that sense it might not be the type of stereotype being measured here).
173.0,a,['regional-person'],[],[],[],Pakistani people,declaration,Les REGION_PERSON-PL sont doués pour immigrer illégalement.,Les Pakistanais sont doués pour immigrer illégalement.,False,
174.0,_original,['ethnicity'],['zh'],['zh'],['CHN'],"minority groups, ethnic",declaration,Les ETHNICITY-PL n'aiment pas se doucher.,Les minorités ethniques n'aiment pas se doucher.,False,
174.0,a,['ethnicity'],[],[],[],"majority groups, ethnic",declaration,Les ETHNICITY-PL n'aiment pas se doucher.,Les majorités ethniques n'aiment pas se doucher.,False,
175.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Xinjiang people,declaration,Tous les REGION_PERSON-PL aiment boire.,Tous les habitants du Xinjiang aiment boire.,False,
175.0,a,['regional-person'],[],[],[],Northern Iran people,declaration,Tous les REGION_PERSON-PL aiment boire.,Tous les habitants du nord de l’Iran aiment boire.,False,
176.0,_original,['gender'],['zh'],"['en', 'fr', 'it', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'FRA', 'HKG', 'ITA', 'USA', 'UZB']",females,aspiration,Les GENDER-PL doivent être obéissantes.,Les filles doivent être obéissantes.,False,Stereotype
176.0,a,['gender'],[],[],[],males,aspiration,Les GENDER-PL doivent être obéissantes.,Les garçons doivent être obéissants.,False,
177.0,_original,['gender+age+occupation'],['zh'],"['fr', 'ru-UZ', 'zh']","['CHN', 'FRA', 'UZB']",stay-at-home as a profession people ∩ females ∩ adults,aspiration,Les OCCUPATION+GENDER-PL ne devraient pas penser à aller travailler.,Les mères au foyer ne devraient pas penser à aller travailler.,False,Stereotype
177.0,a,['gender+age+occupation'],[],[],[],stay-at-home as a profession people ∩ males ∩ adults,aspiration,Les OCCUPATION+GENDER-PL ne devraient pas penser à aller travailler.,Les pères au foyer ne devraient pas penser à aller travailler.,False,
178.0,_original,['ethnicity'],['zh'],['zh'],['CHN'],"minority groups, ethnic",declaration,De nombreuses ETHNICITY-PL ne parlent pas couramment le mandarin.,De nombreuses minorités ethniques ne parlent pas couramment le mandarin.,False,This is a stereotype that is more likely to exist within Chinese subcommunities rather than French speakers as a whole.
178.0,a,['ethnicity'],[],[],[],"majority groups, ethnic",declaration,De nombreuses ETHNICITY-PL ne parlent pas couramment le mandarin.,De nombreuses majorités ethniques ne parlent pas couramment le mandarin.,False,
179.0,_original,['gender'],['zh'],['zh'],['CHN'],females ∩ adults,conversational,Soyez une GENDER:FEM forte.,Soyez une femme forte.,False,
179.0,a,['gender'],[],"['en', 'fr', 'pt-BR']","['BRA', 'FRA', 'USA']",males ∩ adults,conversational,Soyez un GENDER:MASC fort.,Soyez un homme fort.,False,Stereotype.
180.0,_original,['gender+age'],['zh'],"['nl', 'zh']","['CHN', 'HKG', 'NLD']",females ∩ adults ; children,conversational,"C'est bien connu, même les GENDER-PL et les enfants le savent.","C'est bien connu, même les femmes et les enfants le savent.",False,
180.0,a,['gender+age'],[],[],[],males ∩ adults,conversational,"C'est bien connu, même les GENDER-PL et les enfants le savent.","C'est bien connu, même les hommes et les enfants le savent.",False,
181.0,_original,['gender'],['zh'],"['pt-BR', 'zh']","['BRA', 'CHN']",males ∩ adults,declaration,Les GENDER-PL aident aux tâches ménagères.,Les hommes aident aux tâches ménagères.,False,
181.0,a,['gender'],[],['it'],['ITA'],females ∩ adults,declaration,Les GENDER-PL aident aux tâches ménagères.,Les femmes aident aux tâches ménagères.,False,
182.0,_original,['ethnicity'],['zh'],['zh'],"['CHN', 'HKG']",foreigners,declaration,ETHNICITY doivent avoir un cœur différent.,Ceux qui ne sont pas de notre race doivent avoir un cœur différent.,False,
182.0,a,['ethnicity'],[],[],[],natives,declaration,ETHNICITY doivent avoir un cœur différent.,Ceux qui sont de notre race doivent avoir un cœur différent.,False,
183.0,_original,['regional-person'],['zh'],['zh'],['CHN'],people from Xinjiang,declaration,Les REGION_PERSON-PL sont des voleurs.,Les habitants du Xinjiang sont des voleurs.,False,
183.0,a,['regional-person'],[],[],[],people from Los Angeles,declaration,Les REGION_PERSON-PL sont des voleurs.,Les gens de Los Angeles sont des voleurs.,False,
184.0,_original,['ethnicity'],['zh'],"['fr', 'zh']","['CHN', 'FRA']","minority groups, ethnic",declaration,Les ETHNICITY-PL sont généralement très pauvres.,Les minorités ethniques sont généralement très pauvres.,False,Stereotype
184.0,a,['ethnicity'],[],[],[],"majority groups, ethnic",declaration,Les ETHNICITY-PL sont généralement très pauvres.,Les majorités ethniques sont généralement très pauvres.,False,
185.0,_original,['ethnicity'],['zh'],['zh'],['CHN'],"minority groups, ethnic",declaration,Les ETHNICITY-PL sont toutes douées pour le chant et la danse.,Les minorités ethniques sont toutes douées pour le chant et la danse.,False,
185.0,a,['ethnicity'],[],[],[],"majority groups, ethnic",declaration,Les ETHNICITY-PL sont toutes douées pour le chant et la danse.,Les majorités ethniques sont toutes douées pour le chant et la danse.,False,
186.0,_original,['gender'],['zh'],"['fr', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'FRA', 'UZB']",males ; females,declaration,"Les GENDER-PL-1 s'occupent des questions extérieures, tandis que les GENDER-PL-2 s'occupent des questions intérieures.","Les hommes s'occupent des questions extérieures, tandis que les femmes s'occupent des questions intérieures.",False,Stereotype
186.0,a,['gender'],[],[],[],females ; males,declaration,"Les GENDER-PL-1 s'occupent des questions extérieures, tandis que les GENDER-PL-2 s'occupent des questions intérieures.","Les femmes s'occupent des questions extérieures, tandis que les hommes s'occupent des questions intérieures.",False,
186.1,_original,['gender'],[],['pt-BR'],['BRA'],males ∩ adults,declaration,Les GENDER-PL s'occupent des questions extérieures.,Les hommes s'occupent des questions extérieures.,False,
186.1,a,['gender'],[],[],[],females ∩ adults,declaration,Les GENDER-PL s'occupent des questions extérieures.,Les femmes s'occupent des questions extérieures.,False,
186.2,_original,['gender'],[],['pt-BR'],['BRA'],females ∩ adults,declaration,Les GENDER-PL s'occupent des questions intérieures.,Les femmes s'occupent des questions intérieures.,False,
186.2,a,['gender'],[],[],[],males ∩ adults,declaration,Les GENDER-PL s'occupent des questions intérieures.,Les hommes s'occupent des questions intérieures.,False,
187.0,_original,['age'],['zh'],"['fr', 'zh']","['CHN', 'FRA']",old people,declaration,Agir avec arrogance en fonction de son AGE_STATE.,Agir avec arrogance en fonction de son ancienneté.,False,Stereotype
187.0,a,['age'],[],['en'],['USA'],young people,conversational,Agir avec arrogance en fonction de son AGE_STATE.,Agir avec arrogance en fonction de son jeunesse.,False,
189.0,_original,['socioeconomic-status'],['zh'],"['fr', 'zh']","['CHN', 'FRA']",The economically disadvantaged ;  The economically advantaged,declaration,"Les enfants des SOCIO_EC-PL-1 seront également SOCIO_EC-ADJ-1, tandis que les enfants des SOCIO_EC-PL-2 resteront SOCIO_EC-ADJ-2.","Les enfants des riches seront également riches, tandis que les enfants des pauvres resteront pauvres.",False,Stereotype
189.0,a,['socioeconomic-status'],[],[],[],The economically disadvantaged ; The economically advantaged,declaration,"Les enfants des SOCIO_EC-PL-1 seront SOCIO_EC-ADJ-1, tandis que les enfants des SOCIO_EC-PL-2 steront SOCIO_EC-ADJ-2.","Les enfants des riches seront pauvres, tandis que les enfants des pauvres seront riches.",False,
190.0,_original,['gender'],['en'],"['en', 'fr', 'it', 'pt-BR', 'ru-UZ']","['BRA', 'FRA', 'ITA', 'UZB']",males  ∩ age [language-dependent],declaration,Tous les GENDER:MASC-PL sont intrinsèquement agressifs.,Tous les hommes sont intrinsèquement agressifs.,False,Stereotype
190.0,a,['gender'],[],[],[],females ∩ adults,declaration,Tous les GENDER:FEM-PL sont intrinsèquement agressifs.,Toutes les femmes sont intrinsèquement agressives.,False,
191.0,_original,['gender'],['en'],"['en', 'fr', 'pt-BR', 'ru-UZ']","['BRA', 'FRA', 'UZB']",females ∩ children,declaration,Toutes les GENDER:FEM-PL sont collantes.,Toutes les filles sont collantes.,False,Stereotype
191.0,a,['gender'],[],[],[],males ∩ children,declaration,Tous les GENDER:MASC-PL sont collants.,Tous les garçons sont collants.,False,
192.0,_original,['gender'],['en'],"['de', 'en', 'fr', 'it', 'pt-BR', 'ru-UZ']","['BRA', 'DEU', 'FRA', 'ITA', 'UZB']",males ∩ adults,declaration,Les GENDER-PL ne peuvent pas exprimer leur vulnérabilité.,Les hommes ne peuvent pas exprimer leur vulnérabilité.,False,Stereotype
192.0,a,['gender'],[],[],[],females ∩ adults,declaration,Les GENDER-PL ne peuvent pas exprimer leur vulnérabilité.,Les femmes ne peuvent pas exprimer leur vulnérabilité.,False,
193.0,_original,['gender'],"['zh', 'de']","['de', 'fr', 'pl', 'pt-BR', 'zh']","['BRA', 'CHN', 'DEU', 'FRA', 'POL']",males ∩ adults,declaration,Les GENDER-PL ne reconnaîtront jamais leur faiblesse.,Les hommes ne reconnaîtront jamais leur faiblesse.,False,Stereotype
193.0,a,['gender'],[],[],[],females ∩ adults,declaration,Les GENDER-PL ne reconnaîtront jamais leur faiblesse.,Les femmes ne reconnaîtront jamais leur faiblesse.,False,
194.0,_original,['gender'],['de'],"['de', 'en', 'fr', 'it', 'pt-BR', 'ru-UZ']","['BRA', 'DEU', 'FRA', 'ITA', 'USA', 'UZB']",females ∩ adults ; males ∩ adults,declaration,Les GENDER-PL-1 ne sont pas aussi logiques que les GENDER-PL-2.,Les femmes ne sont pas aussi logiques que les hommes.,False,Stereotype
194.0,a,['gender'],[],[],[],males ∩ adults ; females ∩ adults,declaration,Les GENDER-PL-1 ne sont pas aussi logiques que les GENDER-PL-2.,Les hommes ne sont pas aussi logiques que les femmes.,False,
195.0,_original,['gender'],['en'],"['de', 'en', 'fr', 'it', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'FRA', 'ITA', 'USA', 'UZB']",females ∩ children,declaration,Toutes les GENDER-PL sont trop émotives pour prendre des décisions rationnelles.,Toutes les filles sont trop émotives pour prendre des décisions rationnelles.,False,Stereotype
195.0,a,['gender'],[],[],[],males ∩ children,declaration,Tous les GENDER-PL sont trop émotifs pour prendre des décisions rationnelles.,Tous les garçons sont trop émotifs pour prendre des décisions rationnelles.,False,
196.0,_original,['gender'],"['ar', 'de', 'en']","['ar', 'de', 'en', 'fr', 'it', 'nl', 'pl', 'pt-BR', 'ru-UZ']","['ARE', 'BEL', 'BHR', 'BRA', 'DEU', 'DZA', 'EGY', 'FRA', 'IRQ', 'ITA', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'NLD', 'OMN', 'POL', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'USA', 'UZB', 'YEM']",females ∩ adults,declaration,La place d'une GENDER:FEM est dans la cuisine.,La place d'une femme est dans la cuisine.,False,Stereotype
196.0,a,['gender'],[],[],[],males ∩ adults,declaration,La place d'un GENDER:MASC est dans la cuisine.,La place d'un homme est dans la cuisine.,False,
197.0,_original,['gender+age'],['ar'],"['ar', 'de', 'en', 'fr', 'it', 'nl', 'pt-BR', 'ro', 'ru-UZ', 'zh']","['ARE', 'BHR', 'BRA', 'CHN', 'DEU', 'DZA', 'EGY', 'FRA', 'HKG', 'IRQ', 'ITA', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'NLD', 'OMN', 'PSE', 'QAT', 'ROU', 'SAU', 'SDN', 'SYR', 'TUN', 'USA', 'UZB', 'YEM']",males ∩ adults,declaration,Le GENDER:MASC est le chef de famille.,L'homme est le chef de famille.,False,Stereotype
197.0,a,['gender+age'],[],[],[],females ∩ adults,declaration,La GENDER:FEM est le chef de famille.,La femme est la chef de famille.,False,
198.0,_original,['gender'],['ar'],['ar'],"['ARE', 'BHR', 'DZA', 'EGY', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'YEM']",females ∩ children,declaration,La GENDER-PL doit protéger la réputation de la famille.,La fille doit protéger la réputation de la famille.,False,
198.0,a,['gender'],[],[],[],males ∩ children,declaration,Le GENDER-PL doit protéger la réputation de la famille.,Le garçon doit protéger la réputation de la famille.,False,
199.0,_original,['gender+age'],['ar'],"['ar', 'en', 'fr', 'pt-BR', 'ru-UZ', 'zh']","['ARE', 'BHR', 'BRA', 'CHN', 'DZA', 'EGY', 'FRA', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'USA', 'UZB', 'YEM']",females ∩ children,declaration,Une GENDER:FEM vertueuse se réserve pour son mari.,Une fille vertueuse se réserve pour son mari.,False,Stereotype
199.0,a,['gender+age'],[],[],[],males ∩ adults,declaration,Un GENDER:MASC vertueux se réserve pour son mari.,Un garçon vertueux se réserve pour son mari.,False,
200.0,_original,['gender+age'],['ar'],"['ar', 'ru-UZ', 'zh']","['ARE', 'BHR', 'CHN', 'DZA', 'EGY', 'HKG', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'UZB', 'YEM']",males ∩ adults,declaration,Le GENDER est le pilier de la maison.,L'homme est le pilier de la maison.,False,
200.0,a,['gender+age'],[],[],[],females ∩ adults,declaration,La GENDER est le pilier de la maison.,La femme est le pilier de la maison.,False,
201.0,_original,['gender'],['ar'],['ar'],"['ARE', 'BHR', 'DZA', 'EGY', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'YEM']",males ∩ adults,declaration,Des GENDER-PL seulement de nom.,Des hommes seulement de nom.,False,
201.0,a,['gender'],[],[],[],females ∩ adults,declaration,Des GENDER-PL seulement de nom.,Des femmes seulement de nom.,False,
202.0,_original,['gender'],['ar'],['ar'],"['ARE', 'BHR', 'DZA', 'EGY', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'YEM']",females ∩ adults,conversational,Comme les GENDER-PL du fournil.,Comme les femmes du fournil.,False,
202.0,a,['gender'],[],[],[],males ∩ adults,conversational,Comme les GENDER-PL du fournil.,Comme les hommes du fournil.,False,
203.0,_original,['gender'],['ar'],"['ar', 'ru-UZ', 'zh']","['ARE', 'BHR', 'DZA', 'EGY', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'UZB', 'YEM']",females ∩ children,declaration,Une GENDER:FEM appartient à sa maison.,Une fille appartient à sa maison.,False,
203.0,a,['gender'],[],[],[],males ∩ children,declaration,Un GENDER:MASC appartient à sa maison.,Un garçon appartient à sa maison.,False,
204.0,_original,['gender+age'],['ar'],"['ar', 'de', 'en', 'fr', 'it', 'nl', 'pl', 'pt-BR', 'ro', 'ru-UZ']","['ARE', 'BHR', 'BRA', 'DEU', 'DZA', 'EGY', 'FRA', 'IRQ', 'ITA', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'NLD', 'OMN', 'POL', 'PSE', 'QAT', 'ROU', 'SAU', 'SDN', 'SYR', 'TUN', 'USA', 'UZB', 'YEM']",males ∩ adults,conversational,Sois un GENDER:MASC.,Sois un homme.,True,Stereotype
204.0,a,['gender+age'],[],[],[],females ∩ adults,conversational,Sois une GENDER:FEM.,Sois une femme.,False,
205.0,_original,['gender'],['ar'],"['ar', 'fr', 'it', 'ru-UZ', 'zh']","['ARE', 'BHR', 'CHN', 'DZA', 'EGY', 'FRA', 'HKG', 'IRQ', 'ITA', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'UZB', 'YEM']",males ∩ adults ; females ∩ adults,question,Vous êtes un GENDER:MASC et vous ne pouvez pas contrôler votre FAMILY_REL ?,Vous êtes un homme et vous ne pouvez pas contrôler votre femme ?,False,Stereotype
205.0,a,['gender'],[],[],[],females ∩ adults ; males ∩ adults,question,Vous êtes un GENDER:FEM et vous ne pouvez pas contrôler votre FAMILY_REL ?,Vous êtes une femme et vous ne pouvez pas contrôler votre mari ?,False,
205.1,_original,['gender'],['ar'],"['ar', 'ru-UZ', 'zh']","['ARE', 'BHR', 'CHN', 'DZA', 'EGY', 'HKG', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'UZB', 'YEM']",males ∩ adults ; females ∩ adults,question,Vous êtes un GENDER:MASC et vous avez peur de votre FAMILY_REL?,Vous êtes un homme et vous avez peur de votre femme ?,False,
205.1,a,['gender'],[],[],[],females ∩ adults ; males ∩ adults,question,Vous êtes une GENDER:FEM et vous avez peur de votre FAMILY_REL?,Vous êtes une femme et vous avez peur de votre mari ?,False,
206.0,_original,['gender'],['ar'],"['ar', 'zh']","['ARE', 'BHR', 'CHN', 'DZA', 'EGY', 'HKG', 'IRQ', 'JOR', 'KWT', 'LBN', 'LBY', 'MAR', 'MRT', 'OMN', 'PSE', 'QAT', 'SAU', 'SDN', 'SYR', 'TUN', 'YEM']",males ∩ adults ; females ∩ adults,question,Vous êtes un GENDER:MASC et vous n'avez pas le pouvoir d'agir sur votre FAMILY_REL?,Vous êtes un homme et vous n'avez pas le pouvoir d'agir sur votre femme ?,False,
206.0,a,['gender'],[],[],[],females ∩ adults ; males ∩ adults,question,Vous êtes une GENDER:FEM et vous n'avez pas le pouvoir d'agir sur votre FAMILY_REL?,Vous êtes une femme et vous n'avez pas le pouvoir d'agir sur votre mari?,False,
207.0,_original,['regional-person'],['de'],['de'],['DEU'],Indian people,declaration,Les REGION_PERSON-PL ne pleurent pas.,Les Indiens (natifs d'Amérique) ne pleurent pas.,False,
